TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
angiomatous-microcystic	angiomatous-microcystic	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
stomach-other-choriocarcinoma	stomach-other-choriocarcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-upper_arm-malignant_melanoma-spitzoid	skin-upper_arm-malignant_melanoma-spitzoid	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-arm-malignant_melanoma-lentigo_maligna	skin-arm-malignant_melanoma-lentigo_maligna	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
hypertrophic_scar	hypertrophic_scar	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
oesophagus-lower_third-other-metaplasia	oesophagus-lower_third-other-metaplasia	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-lateral_ventricle-glioma-astrocytoma_Grade_II	central_nervous_system-lateral_ventricle-glioma-astrocytoma_Grade_II	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-congenital_(infantile)_fibrosarcoma	soft_tissue-fibrous_tissue_and_uncertain_origin-congenital_(infantile)_fibrosarcoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-neck-malignant_melanoma-lentigo_maligna	skin-neck-malignant_melanoma-lentigo_maligna	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-buttock-benign_melanocytic_nevus-intradermal	skin-buttock-benign_melanocytic_nevus-intradermal	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
chondromatosis	chondromatosis	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-other-sarcoma	skin-other-sarcoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-medulla-glioma-gliosarcoma	central_nervous_system-medulla-glioma-gliosarcoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-trunk-benign_melanocytic_nevus	skin-trunk-benign_melanocytic_nevus	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
gastrointestinal_tract_(site_indeterminate)-other-juvenile_polyp	gastrointestinal_tract_(site_indeterminate)-other-juvenile_polyp	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-flank-benign_melanocytic_nevus-junctional	skin-flank-benign_melanocytic_nevus-junctional	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
ovary-sex_cord-stromal_tumour-mixed_germ_cell_sex_cord-stromal_tumour	ovary-sex_cord-stromal_tumour-mixed_germ_cell_sex_cord-stromal_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
keratoacanthoma_BRAF_inhibitor_related	keratoacanthoma_BRAF_inhibitor_related	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
large_intestine-rectum-carcinoma-neuroendocrine_carcinoma	large_intestine-rectum-carcinoma-neuroendocrine_carcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-face-adnexal_tumour-other	skin-face-adnexal_tumour-other	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
pulmonary_sequestration	pulmonary_sequestration	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
lung-left_lower_lobe-carcinoma-acinar_adenocarcinoma	lung-left_lower_lobe-carcinoma-acinar_adenocarcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-medulla-glioma-oligoastrocytoma_Grade_II	central_nervous_system-medulla-glioma-oligoastrocytoma_Grade_II	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-forearm-malignant_melanoma-spitzoid	skin-forearm-malignant_melanoma-spitzoid	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-adnexal_tumour-trichoepithelioma	skin-adnexal_tumour-trichoepithelioma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-scalp-other-atypical_Spitzoid_tumour	skin-scalp-other-atypical_Spitzoid_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-neck-carcinoma-Merkel_cell_carcinoma	skin-neck-carcinoma-Merkel_cell_carcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-elbow-benign_melanocytic_nevus	skin-elbow-benign_melanocytic_nevus	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-face-malignant_melanoma-spitzoid	skin-face-malignant_melanoma-spitzoid	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
salivary_gland-parotid-carcinoma-basal_cell_carcinoma	salivary_gland-parotid-carcinoma-basal_cell_carcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
genital_tract-germ_cell_tumour-non_seminoma	genital_tract-germ_cell_tumour-non_seminoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
large_intestine-rectum-other-ulcerative_colitis	large_intestine-rectum-other-ulcerative_colitis	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
fetal	fetal	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-leg-benign_melanocytic_nevus-junctional	skin-leg-benign_melanocytic_nevus-junctional	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-hand-other-atypical_Spitzoid_tumour	skin-hand-other-atypical_Spitzoid_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
fallopian_tube-low_malignant_potential_(borderline)_tumour-serous	fallopian_tube-low_malignant_potential_(borderline)_tumour-serous	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-upper_leg-benign_melanocytic_nevus-dysplastic	skin-upper_leg-benign_melanocytic_nevus-dysplastic	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
sebaceous_adenoma	sebaceous_adenoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
fibro-osseous_lesion_NOS	fibro-osseous_lesion_NOS	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-cemento-ossifying_fibroma	bone-cemento-ossifying_fibroma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-tibia-chondrosarcoma-dedifferentiated	bone-tibia-chondrosarcoma-dedifferentiated	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
stomach-other-metaplasia	stomach-other-metaplasia	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-anorectal-malignant_melanoma	skin-anorectal-malignant_melanoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
ovary-sex_cord-stromal_tumour-sclerosing_stromal_tumour	ovary-sex_cord-stromal_tumour-sclerosing_stromal_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-synovium-chondromatosis	bone-synovium-chondromatosis	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-upper_back-malignant_melanoma-superficial_spreading	skin-upper_back-malignant_melanoma-superficial_spreading	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-humerus-malignant_fibrous_histiocytoma-pleomorphic_sarcoma	bone-humerus-malignant_fibrous_histiocytoma-pleomorphic_sarcoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-breast-benign_melanocytic_nevus-compound	skin-breast-benign_melanocytic_nevus-compound	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-plantar_superficial_fibromatosis	soft_tissue-fibrous_tissue_and_uncertain_origin-plantar_superficial_fibromatosis	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
lung-right_upper_lobe-other-hyperplasia	lung-right_upper_lobe-other-hyperplasia	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-neck-benign_melanocytic_nevus	skin-neck-benign_melanocytic_nevus	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin	soft_tissue-fibrous_tissue_and_uncertain_origin	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
epithelial_predominant	epithelial_predominant	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
palmar_superficial_fibromatosis	palmar_superficial_fibromatosis	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-upper_arm-carcinoma-Merkel_cell_carcinoma	skin-upper_arm-carcinoma-Merkel_cell_carcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
haematopoietic_and_lymphoid_tissue-central_nervous_system-lymphoid_neoplasm-AIDS_related_lymphoma	haematopoietic_and_lymphoid_tissue-central_nervous_system-lymphoid_neoplasm-AIDS_related_lymphoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
soft_tissue-striated_muscle-rhabdomyoma-fetal	soft_tissue-striated_muscle-rhabdomyoma-fetal	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-palmar_superficial_fibromatosis	soft_tissue-fibrous_tissue_and_uncertain_origin-palmar_superficial_fibromatosis	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
upper_aerodigestive_tract-mouth-carcinoma-mixed_adenosquamous_carcinoma	upper_aerodigestive_tract-mouth-carcinoma-mixed_adenosquamous_carcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
Crohn_disease	Crohn_disease	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-pelvis-malignant_fibrous_histiocytoma-pleomorphic_sarcoma	bone-pelvis-malignant_fibrous_histiocytoma-pleomorphic_sarcoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
fibromyxoma	fibromyxoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
soft_tissue-fat-lipoma-spindle_cell	soft_tissue-fat-lipoma-spindle_cell	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-sun_exposed_site-carcinoma-squamous_cell_carcinoma	skin-sun_exposed_site-carcinoma-squamous_cell_carcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
haematopoietic_and_lymphoid_tissue-skin-lymphoid_neoplasm-precursor_T_cell_lymphoblastic_lymphoma	haematopoietic_and_lymphoid_tissue-skin-lymphoid_neoplasm-precursor_T_cell_lymphoblastic_lymphoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_leukaemic_transformation_of_myeloid_metaplasia	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_leukaemic_transformation_of_myeloid_metaplasia	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-parietooccipital-glioma-angiocentric	central_nervous_system-parietooccipital-glioma-angiocentric	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-humerus-other-giant_cell_tumour	bone-humerus-other-giant_cell_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-subcorticoparamedial-glioma-angiocentric	central_nervous_system-subcorticoparamedial-glioma-angiocentric	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
cuboidal	cuboidal	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-head_neck-other-atypical_Spitzoid_tumour	skin-head_neck-other-atypical_Spitzoid_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-elbow-malignant_melanoma-nodular	skin-elbow-malignant_melanoma-nodular	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-neck-carcinoma-squamous_cell_carcinoma_BRAF_inhibitor_related	skin-neck-carcinoma-squamous_cell_carcinoma_BRAF_inhibitor_related	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-foot-malignant_melanoma-spitzoid	skin-foot-malignant_melanoma-spitzoid	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
subcorticoparamedial	subcorticoparamedial	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
mixed_tumour	mixed_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-neck-other-keratoacanthoma_BRAF_inhibitor_related	skin-neck-other-keratoacanthoma_BRAF_inhibitor_related	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-back-benign_melanocytic_nevus-dysplastic	skin-back-benign_melanocytic_nevus-dysplastic	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
gastrointestinal_tract_(site_indeterminate)-carcinoid-endocrine_tumour-gastrinoma	gastrointestinal_tract_(site_indeterminate)-carcinoid-endocrine_tumour-gastrinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-benign_melanocytic_nevus-melanocytic_tumour	skin-benign_melanocytic_nevus-melanocytic_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-frontobasal-glioma-oligodendroglioma_Grade_III	central_nervous_system-frontobasal-glioma-oligodendroglioma_Grade_III	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-upper_leg-benign_melanocytic_nevus-compound	skin-upper_leg-benign_melanocytic_nevus-compound	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-shoulder-benign_melanocytic_nevus-blue	skin-shoulder-benign_melanocytic_nevus-blue	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
synovium	synovium	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
periosteal	periosteal	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
patella	patella	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-osteosarcoma-mixed	bone-osteosarcoma-mixed	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-forearm-benign_melanocytic_nevus-blue	skin-forearm-benign_melanocytic_nevus-blue	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lung-lymphoid_neoplasm-MALT_lymphoma	haematopoietic_and_lymphoid_tissue-lung-lymphoid_neoplasm-MALT_lymphoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
lymphangioma	lymphangioma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
haematopoietic_and_lymphoid_tissue-other-autoimmune_leukoproliferative_disease	haematopoietic_and_lymphoid_tissue-other-autoimmune_leukoproliferative_disease	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
mixed_germ_cell_sex_cord-stromal_tumour	mixed_germ_cell_sex_cord-stromal_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-intermittently_sun_exposed_site-malignant_melanoma	skin-intermittently_sun_exposed_site-malignant_melanoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-knee-malignant_melanoma-superficial_spreading	skin-knee-malignant_melanoma-superficial_spreading	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
acanthoma_BRAF_inhibitor_related	acanthoma_BRAF_inhibitor_related	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-pelvis-chondrosarcoma-conventional	bone-pelvis-chondrosarcoma-conventional	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-medullocerebellar-glioma-oligodendroglioma_Grade_III	central_nervous_system-medullocerebellar-glioma-oligodendroglioma_Grade_III	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
cervical	cervical	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
large_intestine-caecum-adenoma-villous	large_intestine-caecum-adenoma-villous	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
female_genital_tract_(site_indeterminate)	female_genital_tract_(site_indeterminate)	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
large_intestine-right-serrated_polyp-serrated_adenoma	large_intestine-right-serrated_polyp-serrated_adenoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
buccal_mucosa	buccal_mucosa	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-chest_wall-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	bone-chest_wall-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-hand-lentigo	skin-hand-lentigo	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-lower_leg-carcinoma-squamous_cell_carcinoma_BRAF_inhibitor_related	skin-lower_leg-carcinoma-squamous_cell_carcinoma_BRAF_inhibitor_related	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
Sertoli_cell_tumour	Sertoli_cell_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
salivary_gland-mouth_floor-carcinoma-mucoepidermoid_carcinoma	salivary_gland-mouth_floor-carcinoma-mucoepidermoid_carcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
haematopoietic_and_lymphoid_tissue-skin-lymphoid_neoplasm-MALT_lymphoma	haematopoietic_and_lymphoid_tissue-skin-lymphoid_neoplasm-MALT_lymphoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-parietal_lobe-other-dysembryoplastic_neuroepithelial_tumour	central_nervous_system-parietal_lobe-other-dysembryoplastic_neuroepithelial_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
mural_sarcoma	mural_sarcoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-head_neck-carcinoma-basal_cell_carcinoma	skin-head_neck-carcinoma-basal_cell_carcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
sclerosing_stromal_tumour	sclerosing_stromal_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-brain-glioma-ependymoma_Grade_I	central_nervous_system-brain-glioma-ependymoma_Grade_I	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-lower_extremity-malignant_melanoma-superficial_spreading	skin-lower_extremity-malignant_melanoma-superficial_spreading	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
large_intestine-left-serrated_polyp-serrated_adenoma	large_intestine-left-serrated_polyp-serrated_adenoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-frontotemporal-glioma-oligodendroglioma_Grade_III	central_nervous_system-frontotemporal-glioma-oligodendroglioma_Grade_III	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
large_intestine-colon-serrated_polyp-serrated_fibroblastic_polyp-intramucosal_perineurioma	large_intestine-colon-serrated_polyp-serrated_fibroblastic_polyp-intramucosal_perineurioma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
genital_tract-germ_cell_tumour-seminoma	genital_tract-germ_cell_tumour-seminoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
desmoplastic_fibroma	desmoplastic_fibroma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-groin-benign_melanocytic_nevus	skin-groin-benign_melanocytic_nevus	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
medullocerebellar	medullocerebellar	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
pancreaticobiliary_malunion	pancreaticobiliary_malunion	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
soft_tissue-blood_vessel-other-mural_sarcoma	soft_tissue-blood_vessel-other-mural_sarcoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
large_intestine-rectum-adenoma-mixed_serrated_and_tubulovillous	large_intestine-rectum-adenoma-mixed_serrated_and_tubulovillous	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-upper_back-benign_melanocytic_nevus	skin-upper_back-benign_melanocytic_nevus	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-temporal_lobe-glioma-oligoastrocytoma_Grade_III	central_nervous_system-temporal_lobe-glioma-oligoastrocytoma_Grade_III	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-hypertrophic_scar	soft_tissue-fibrous_tissue_and_uncertain_origin-hypertrophic_scar	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
testis-other-carcinoma	testis-other-carcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
lung-other-congenital_pulmonary_malformation	lung-other-congenital_pulmonary_malformation	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-ilium-chondrosarcoma	bone-ilium-chondrosarcoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-forearm-carcinoma-Merkel_cell_carcinoma	skin-forearm-carcinoma-Merkel_cell_carcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-head_neck-adnexal_tumour-sebaceous_carcinoma	skin-head_neck-adnexal_tumour-sebaceous_carcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-other-neoplasm	bone-other-neoplasm	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-abdomen-benign_melanocytic_nevus-intradermal	skin-abdomen-benign_melanocytic_nevus-intradermal	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
haematopoietic_and_lymphoid_tissue-extranodal-lymphoid_neoplasm-anaplastic_large_cell_lymphoma	haematopoietic_and_lymphoid_tissue-extranodal-lymphoid_neoplasm-anaplastic_large_cell_lymphoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-leg-benign_melanocytic_nevus-blue	skin-leg-benign_melanocytic_nevus-blue	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
congenital_(infantile)_fibrosarcoma	congenital_(infantile)_fibrosarcoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-basal_ganglia-glioma-oligodendroglioma_Grade_III	central_nervous_system-basal_ganglia-glioma-oligodendroglioma_Grade_III	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-frontal_lobe-other-desmoplastic_infantile_ganglioglioma	central_nervous_system-frontal_lobe-other-desmoplastic_infantile_ganglioglioma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
serrated_fibroblastic_polyp-intramucosal_perineurioma	serrated_fibroblastic_polyp-intramucosal_perineurioma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-maxilla-odontogenic_keratocyst	bone-maxilla-odontogenic_keratocyst	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-brain-other-gangliocytoma	central_nervous_system-brain-other-gangliocytoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-frontal_lobe-other-dysembryoplastic_neuroepithelial_tumour	central_nervous_system-frontal_lobe-other-dysembryoplastic_neuroepithelial_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
lung-left_upper_lobe-carcinoma-micropapillary_adenocarcinoma	lung-left_upper_lobe-carcinoma-micropapillary_adenocarcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
lung-other-pulmonary_sequestration	lung-other-pulmonary_sequestration	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
paracentral	paracentral	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
NS-carcinoma-small_cell_carcinoma	NS-carcinoma-small_cell_carcinoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
liver-other-normal	liver-other-normal	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-trunk-lentigo	skin-trunk-lentigo	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-tibia-osteosarcoma-fibroblastic	bone-tibia-osteosarcoma-fibroblastic	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
lobular_endocervical_glandular_hyperplasia	lobular_endocervical_glandular_hyperplasia	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-arm-malignant_melanoma-spitzoid	skin-arm-malignant_melanoma-spitzoid	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-upper_back-malignant_melanoma-lentigo_maligna	skin-upper_back-malignant_melanoma-lentigo_maligna	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
kidney-other-adenoma	kidney-other-adenoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-parietooccipital-glioma-astrocytoma_Grade_II	central_nervous_system-parietooccipital-glioma-astrocytoma_Grade_II	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-spinal_cord-primitive_neuroectodermal_tumour-medulloblastoma	central_nervous_system-spinal_cord-primitive_neuroectodermal_tumour-medulloblastoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-neck-malignant_melanoma-spitzoid	skin-neck-malignant_melanoma-spitzoid	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
small_intestine-jejunum-other-hamartoma	small_intestine-jejunum-other-hamartoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
primary_acquired_melanosis	primary_acquired_melanosis	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
malignant_blue_nevus	malignant_blue_nevus	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
large_intestine-colon-serrated_polyp-admixed_hyperplastic_polyp-adenoma	large_intestine-colon-serrated_polyp-admixed_hyperplastic_polyp-adenoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-fibula-other-giant_cell_tumour	bone-fibula-other-giant_cell_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-peripheral_T_cell_lymphoma_unspecified	haematopoietic_and_lymphoid_tissue-liver-lymphoid_neoplasm-peripheral_T_cell_lymphoma_unspecified	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
fibroblastic-transitional	fibroblastic-transitional	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
bone-femur-osteosarcoma-chondroblastic	bone-femur-osteosarcoma-chondroblastic	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-leg-other-seborrhoeic_keratosis	skin-leg-other-seborrhoeic_keratosis	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
thymus-thymoma-epithelial_predominant	thymus-thymoma-epithelial_predominant	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
ovary-sex_cord-stromal_tumour-steroid_cell_tumour	ovary-sex_cord-stromal_tumour-steroid_cell_tumour	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
vulva-in_situ_neoplasm-vulvar_intraepithelial_neoplasia_Grade_III	vulva-in_situ_neoplasm-vulvar_intraepithelial_neoplasia_Grade_III	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-tectum-glioma-astrocytoma_Grade_I	central_nervous_system-tectum-glioma-astrocytoma_Grade_I	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
acute_leukaemic_transformation_of_myeloid_metaplasia	acute_leukaemic_transformation_of_myeloid_metaplasia	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
central_nervous_system-cerebellum-glioma-astrocytoma	central_nervous_system-cerebellum-glioma-astrocytoma	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
large_intestine-colon-other-juvenile_polyp	large_intestine-colon-other-juvenile_polyp	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-intermittently_sun_exposed_site-malignant_melanoma-superficial_spreading	skin-intermittently_sun_exposed_site-malignant_melanoma-superficial_spreading	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
thrombocytosis	thrombocytosis	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-genital-malignant_melanoma-nodular	skin-genital-malignant_melanoma-nodular	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
haematopoietic_and_lymphoid_tissue-sinonasal_and_nasal_cavity-lymphoid_neoplasm-B_cell_lymphoma_unspecified	haematopoietic_and_lymphoid_tissue-sinonasal_and_nasal_cavity-lymphoid_neoplasm-B_cell_lymphoma_unspecified	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
skin-back-benign_melanocytic_nevus-lentiginous_nevus	skin-back-benign_melanocytic_nevus-lentiginous_nevus	1.00000000000596	5.95731491619335e-12	3	0	0	23	17775
